Busname,Bustype,Departing_time,Reaching_time,Duration,Price,Seats_available,Star_rating,Route_links,Route_names,State_name
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,22:15,02h 45m,370,31 Seats available,"3.6
15",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan,South Bengal
Greenline,Volvo A/C Seater (2+2),18:05,20:45,02h 40m,INR 429,37 Seats available,"2.8
12",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan,South Bengal
Suman sabir,Non AC Seater (2+3),18:50,22:00,03h 10m,INR 111,61 Seats available,1.7,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan,South Bengal
Suman sabir,Non AC Seater (2+3),21:00,23:59,02h 59m,INR 111,54 Seats available,1.7,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan,South Bengal
Pammi Travels,A/C Sleeper (2+1),21:00,23:59,02h 59m,924,18 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan,South Bengal
Pammi Travels,Non A/C Seater / Sleeper (2+1),21:00,23:59,02h 59m,601,33 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan,South Bengal
Pammi Travels,NON A/C Sleeper (2+1),21:15,23:59,02h 44m,645,23 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan,South Bengal
Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),18:30,21:30,03h 00m,INR 500,54 Seats available, ,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan,South Bengal
SBSTC-KOLKATA - DURGAPUR - 18:30 (DGP DEPOT) - 176,Non AC Seater (2+3),18:30,22:00,03h 30m,INR 150,48 Seats available,"3.3
65",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),17:30,21:30,04h 00m,INR 486,34 Seats available,"4.4
367",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:30,20:45,03h 15m,INR 486,25 Seats available,"4.3
163",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),17:30,21:30,04h 00m,INR 486,33 Seats available,"4.6
8",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:30,20:45,03h 15m,INR 486,21 Seats available,"4.0
4",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Greenline (Karunamoyee),Volvo A/C Seater (2+2),18:00,22:00,04h 00m,INR 486,27 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Greenline (Karunamoyee),Volvo A/C Seater (2+2),18:01,22:00,03h 59m,INR 486,27 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Greenline,Volvo A/C Seater (2+2),18:05,22:05,04h 00m,INR 486,34 Seats available,"4.7
86",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,22:25,03h 45m,INR 486,26 Seats available,"4.7
110",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,23:15,03h 45m,463,27 Seats available,"3.8
158",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Pammi Travels,NON A/C Sleeper (2+1),21:15,01:30,04h 15m,645,19 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),18:30,23:00,04h 30m,INR 500,54 Seats available, ,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
Maharani Travels,A/C Seater / Sleeper (2+1),21:05,01:30,04h 25m,INR 800,12 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),South Bengal
SBSTC-KOLKATA - DIGHA - 23:30 (DIGHA DEPOT) - 3988,Non AC Seater (2+3),23:30,04:00,04h 30m,INR 155,49 Seats available,"3.8
89",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,04:30,05h 00m,INR 300,26 Seats available,"4.6
333",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00,05:30,07h 30m,INR 400,39 Seats available,"4.2
244",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Maa Chandi Travels,A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,INR 400,39 Seats available,"4.3
103",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Mayuri Express,AC Seater (2+2),23:15,04:30,05h 15m,INR 290,29 Seats available,"4.1
199",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Express Line,VE A/C Seater (2+2),23:45,04:45,05h 00m,INR 299,38 Seats available,"4.3
329",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,338,16 Seats available,"4.1
118",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Parameswar Travels,A/C Seater Push Back (2+3),23:45,05:00,05h 15m,238,51 Seats available,"3.2
117",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Parameswar Travels,A/C Seater Push Back (2+3),23:59,05:00,05h 01m,238,47 Seats available,"3.2
123",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels(Angel),A/C Seater (2+2),23:58,05:10,05h 12m,291,24 Seats available,"4.2
25",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels (Bhorpet Travels),AC Seater (2+2),23:55,04:35,04h 40m,338,24 Seats available,"4.4
58",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Basu Travels,A/C Seater / Sleeper (2+2),23:59,05:00,05h 01m,271,32 Seats available,"3.5
44",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Mayuri Express,A/C Seater (2+3),18:20,22:50,04h 30m,270,55 Seats available,"3.9
27",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels (Mayuri),A/C Seater (2+2),23:15,04:00,04h 45m,291,20 Seats available,"3.8
20",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Parisheba(Samanta),AC Seater (2+3),18:00,22:25,04h 25m,333,25 Seats available,"3.6
20",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
City Express (Shinjini),AC Seater (2+3),23:50,04:55,05h 05m,INR 370,35 Seats available,"2.8
52",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Bengal Surface Transport,A/C Seater / Sleeper (2+2),23:55,05:00,05h 05m,303,35 Seats available,"3.0
26",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels (Maity),A/C Seater (2+3),00:55,05:50,04h 55m,338,30 Seats available,"3.1
18",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels (Atithi),A/C Seater Push Back (2+3),23:59,05:00,05h 01m,291,37 Seats available,"2.7
31",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Parameswar Travels,A/C Seater Push Back (2+3),23:55,05:00,05h 05m,285,49 Seats available,"2.4
27",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels (Sagar Kanya),A/C Seater Push Back (2+3),23:30,04:05,04h 35m,291,20 Seats available,"2.5
14",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Ankita Paribahan(Atithi),A/C Seater (2+3),23:55,05:00,05h 05m,378,20 Seats available,"3.0
5",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Paribahan(Shinjini),A/C Seater (2+3),23:50,04:30,04h 40m,INR 420,20 Seats available,"2.6
8",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Haimanti Bus Service,AC Seater (2+3),19:50,01:30,05h 40m,INR 230,20 Seats available,"1.8
5",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Paribahan (ANGEL),A/C Seater Push Back (2+2),23:58,05:00,05h 02m,INR 420,25 Seats available,"1.7
4",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Paribahan (Sathi),A/C Seater (2+3),17:40,22:00,04h 20m,INR 300,25 Seats available,"1.6
7",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Samanta Travels,A/C Seater (2+3),18:50,23:30,04h 40m,INR 300,61 Seats available,"2.2
7",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Ankita Paribahan( Haimanti),A/C Seater Push Back (2+3),19:50,00:05,04h 15m,333,41 Seats available,"2.4
8",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels (Samanta),A/C Seater (2+3),18:00,22:50,04h 50m,291,19 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Basu Travels,A/C Seater Push Back (2+3),23:30,04:30,05h 00m,240,20 Seats available,"3.5
30",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Paribahan (Bhorpet),AC Seater (2+2),23:55,04:45,04h 50m,INR 420,29 Seats available,"3.7
15",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels (Santosh),A/C Seater / Sleeper (2+2),01:20,05:30,04h 10m,324,20 Seats available,"4.0
9",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
City Express (Shinjini),AC Seater (2+2),23:45,04:35,04h 50m,INR 570,12 Seats available,"3.9
4",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Basu Travels,A/C Seater Push Back (2+3),23:55,05:00,05h 05m,375,21 Seats available,"3.5
6",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Parameswar Travels,A/C Seater Push Back (2+3),21:50,03:45,05h 55m,238,51 Seats available,"2.7
18",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Ankita Paribahan (Maity Motor),A/C Seater Push Back (2+3),22:20,03:00,04h 40m,383,25 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Sagufta Travels(Lokenath),A/C Seater Push Back (2+3),00:30,05:30,05h 00m,291,30 Seats available,"3.4
5",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
SANTOSH BUS SERVICE,AC Seater (2+3),19:00,23:35,04h 35m,239,46 Seats available,"3.3
4",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Pariseba(Santosh),AC Seater (2+3),18:30,23:30,05h 00m,333,20 Seats available,"3.0
4",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Bengal Surface Transport,A/C Seater Push Back (2+3),23:59,05:00,05h 01m,319,61 Seats available,"2.0
8",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Samanta Travels,A/C Seater (2+3),18:10,23:10,05h 00m,INR 300,16 Seats available,"2.3
8",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Parisheba,AC Seater (2+3),19:30,00:10,04h 40m,333,20 Seats available,"2.2
7",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
SANTOSH BUS SERVICE,AC Seater (2+3),19:25,00:45,05h 20m,200,41 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Arunita Paribahan,AC Seater (2+2),23:45,04:45,05h 00m,INR 370,21 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Paribahan (Shinjini),AC Seater (2+2),23:45,04:35,04h 50m,INR 420,16 Seats available,3.4,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Ankita Paribahan(Atithi),A/C Seater Push Back (2+3),22:40,05:20,06h 40m,378,20 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Ankita Paribahan(Parameswar),A/C Seater (2+3),21:50,02:40,04h 50m,405,15 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Anadi Travels (Disha Gold),A/C Seater Push Back (2+3),23:00,04:40,05h 40m,INR 500,60 Seats available,1.0,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Snemita Parisheba,AC Seater (2+3),19:05,23:45,04h 40m,333,20 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
SANTOSH BUS SERVICE,AC Seater (2+3),19:25,23:59,04h 34m,239,36 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
SANTOSH BUS SERVICE,AC Seater (2+3),18:30,23:45,05h 15m,240,46 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
Bengal Surface Transport,A/C Seater Push Back (2+3),23:20,04:30,05h 10m,335,61 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,South Bengal
City Express (Shinjini),AC Seater (2+3),22:45,04:10,05h 25m,INR 370,13 Seats available,"3.7
33",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Snemita Paribahan(Shinjini),A/C Seater (2+3),22:45,04:10,05h 25m,INR 370,12 Seats available,"3.8
28",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
The Joy Ride,A/C Seater / Sleeper (2+2),21:15,02:30,05h 15m,488,40 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Parameswar Travels,A/C Seater Push Back (2+2),17:50,23:00,05h 10m,340,39 Seats available,"2.5
18",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,04:15,04h 40m,INR 370,24 Seats available,"2.3
14",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,23:00,04h 25m,450,20 Seats available,"1.5
15",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Parameswar Travels,A/C Seater Push Back (2+3),21:00,03:00,06h 00m,340,15 Seats available,"1.6
10",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Satya Paribahan,A/C Seater (2+3),23:00,03:45,04h 45m,INR 320,24 Seats available,"3.0
30",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Snemita Paribahan,A/C Seater (2+3),23:30,04:00,04h 30m,INR 420,45 Seats available,"2.1
10",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Parameswar Travels,A/C Seater Push Back (2+3),18:10,23:30,05h 20m,285,31 Seats available,"2.1
14",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Basu Travels,A/C Seater Push Back (2+3),17:30,22:30,05h 00m,335,24 Seats available,"1.9
9",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Bengal Surface Transport,A/C Seater Push Back (2+3),17:30,22:30,05h 00m,335,32 Seats available,"2.1
7",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Aradhana Travels,A/C Seater / Sleeper (2+1),19:30,23:59,04h 29m,450,32 Seats available,"1.4
18",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Ankita Paribahan - Parameswar,A/C Seater (2+3),18:00,22:40,04h 40m,293,36 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Arunita Paribahan,A/C Seater (2+3),23:35,04:30,04h 55m,INR 420,21 Seats available,"1.7
8",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Aradhana Travels,Non AC Seater (2+3),21:45,03:25,05h 40m,450,13 Seats available,1.4,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Ankita Paribahan,Non AC Seater (2+3),18:20,23:00,04h 40m,270,46 Seats available,2.7,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Aradhana Bus Service,A/C Seater / Sleeper (2+2),22:55,03:55,05h 00m,INR 450,74 Seats available, ,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,South Bengal
Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:30,21:45,04h 15m,INR 524,21 Seats available,"4.4
79",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),17:30,22:30,05h 00m,INR 524,33 Seats available,"4.1
139",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:30,21:45,04h 15m,INR 524,21 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Greenline (Karunamoyee),Volvo A/C Seater (2+2),18:00,23:00,05h 00m,INR 524,27 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Greenline (Karunamoyee),Volvo A/C Seater (2+2),18:01,23:00,04h 59m,INR 524,29 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Greenline,Volvo A/C Seater (2+2),18:05,23:05,05h 00m,INR 524,34 Seats available,"4.3
29",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,23:25,04h 45m,INR 524,25 Seats available,"4.1
63",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,00:15,04h 45m,INR 550,2 Seats available,"3.5
61",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Pammi Travels,NON A/C Sleeper (2+1),21:15,02:30,05h 15m,645,19 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),17:30,22:30,05h 00m,INR 524,37 Seats available,"2.8
7",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),18:30,00:30,06h 00m,INR 500,54 Seats available, ,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Beauty Travels,NON A/C Seater / Sleeper (2+2),20:20,00:30,04h 10m,INR 500,35 Seats available,2.3,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
Maharani Travels,A/C Seater / Sleeper (2+1),21:05,02:00,04h 55m,INR 800,14 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South Bengal
SBSTC-KOLKATA - MIDNAPUR - 18:00 (MID DEPOT) - 597,Non AC Seater (2+3),18:00,21:00,03h 00m,INR 110,28 Seats available,"4.0
59",https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore,South Bengal
SBSTC-KOLKATA - MIDNAPUR - 18:45 (MID DEPOT) - 678,Non AC Seater (2+3),18:45,21:45,03h 00m,INR 110,47 Seats available,"4.0
65",https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore,South Bengal
SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),22:30,00:00,01h 30m,INR 138,52 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
City Express (BHORPET),AC Seater (2+3),17:40,21:40,04h 00m,INR 370,31 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
Samanta Travels,A/C Seater (2+3),18:10,22:10,04h 00m,INR 300,16 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
Mayuri Express,A/C Seater (2+3),18:20,22:00,03h 40m,270,61 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
SANTOSH BUS SERVICE,AC Seater (2+3),18:30,22:45,04h 15m,200,46 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
SANTOSH BUS SERVICE,AC Seater (2+3),19:00,22:20,03h 20m,239,46 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
Snemita Parisheba,AC Seater (2+3),19:05,23:05,04h 00m,333,20 Seats available,3.2,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
SANTOSH BUS SERVICE,AC Seater (2+3),19:25,23:40,04h 15m,184,41 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
Snemita Parisheba,AC Seater (2+3),19:30,23:30,04h 00m,333,20 Seats available,3.2,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
Parameswar Travels,A/C Seater Push Back (2+3),21:50,02:30,04h 40m,238,51 Seats available,"3.8
4",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South Bengal
